id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
d5c32210-71cb-462e-8c63-164bf0823c9d,2024-10-27T17:39:31Z,76015.0,378000.0,3.0,2.0,2105.0,Arlington,Texas,Tarrant,179.57244655581948,391340.0974025974,190.84564052547321,0
06b822a6-ad57-4aee-b20c-4701dedeb0f8,2024-10-27T17:39:31Z,7450.0,749000.0,3.0,3.0,2500.0,Ridgewood,New Jersey,Unknown,299.6,749000.0,299.6,0
e9b17e68-4261-4aa2-ab99-d73084449249,2024-10-27T17:39:31Z,40291.0,260000.0,2.0,2.0,1368.0,Louisville,Kentucky,Jefferson,190.05847953216374,297231.5438401776,156.73742976048058,1
dfbe1ece-09ae-4e05-a110-df29ea234d61,2024-10-27T17:39:31Z,70125.0,180000.0,4.0,2.0,2094.0,New Orleans,Louisiana,Orleans,85.95988538681948,484183.95249695494,239.3294423596209,0
461bc4c5-3389-4a18-bba0-a77fd83d89a6,2024-10-27T17:39:31Z,85749.0,540000.0,2.0,2.0,1793.0,Tucson,Arizona,Pima,301.1712214166202,477680.9922308546,242.6050499075489,1
f55c34cf-9a9e-42b3-b001-ea3c4150596a,2024-10-27T17:39:31Z,21202.0,1800000.0,10.0,12.0,10146.0,Baltimore,Maryland,Baltimore,177.40981667652278,290232.2758152174,171.68864771336507,1
b35722ec-194c-47ae-a269-1617e2568c8d,2024-10-27T17:39:31Z,37211.0,425000.0,4.0,2.0,2334.0,Nashville,Tennessee,Davidson,182.09083119108826,846954.9825783973,389.1557669288414,0
2a976f46-a30b-46ff-a81b-14a932ad8705,2024-10-27T17:39:31Z,32277.0,399900.0,4.0,2.0,2111.0,Jacksonville,Florida,Duval,189.4362861203221,364537.26769911504,202.34902062664602,0
7034cd99-d898-4332-9420-356aeb308b77,2024-10-27T17:39:31Z,90016.0,849999.0,2.0,2.0,1136.0,Los Angeles,California,Los Angeles,748.2385563380282,1885134.7995951418,795.7489587677992,0
af7ba70f-2b75-4803-9afe-83e562e71a90,2024-10-27T17:39:31Z,76115.0,185000.0,2.0,1.0,807.0,Fort Worth,Texas,Tarrant,229.2441140024783,415520.9534883721,196.3133662925998,1
